Current_Time,Event_Name,Event_Scheduled,Event_Time,Idle_Processors,Service_Processors,Queue_Length,Entities_System
31624,NEXT_ARRIVAL,31599,31624,3402,6622,0,0
31631,NEXT_ARRIVAL,31624,31631,3402,6629,0,1
31634,END_SERVICE,31624,31634,3402,6632,1,2
31638,END_SERVICE,31634,31638,3402,6636,0,1
31653,NEXT_ARRIVAL,31631,31653,3417,6636,0,0
31673,NEXT_ARRIVAL,31653,31673,3417,6656,0,1
31678,END_SERVICE,31653,31678,3417,6661,1,2
31764,NEXT_ARRIVAL,31673,31764,3417,6747,0,1
31771,END_SERVICE,31678,31771,3417,6754,1,2
31780,END_SERVICE,31771,31780,3417,6763,0,1
31796,NEXT_ARRIVAL,31764,31796,3433,6763,0,0
31821,END_SERVICE,31796,31821,3433,6788,0,1
31888,NEXT_ARRIVAL,31796,31888,3500,6788,0,0
31902,END_SERVICE,31888,31902,3500,6802,0,1
31921,NEXT_ARRIVAL,31888,31921,3519,6802,0,0
31930,END_SERVICE,31921,31930,3519,6811,0,1
31946,NEXT_ARRIVAL,31921,31946,3535,6811,0,0
31958,NEXT_ARRIVAL,31946,31958,3535,6823,0,1
31960,END_SERVICE,31946,31960,3535,6825,1,2
31970,END_SERVICE,31960,31970,3535,6835,0,1
31987,NEXT_ARRIVAL,31958,31987,3552,6835,0,0
32000,END_SERVICE,31987,32000,3552,6848,0,1
32018,NEXT_ARRIVAL,31987,32018,3570,6848,0,0
32035,NEXT_ARRIVAL,32018,32035,3570,6865,0,1
32056,END_SERVICE,32018,32056,3570,6886,1,2
32110,END_SERVICE,32056,32110,3570,6940,0,1
32139,NEXT_ARRIVAL,32035,32139,3599,6940,0,0
32141,END_SERVICE,32139,32141,3599,6942,0,1
32151,NEXT_ARRIVAL,32139,32151,3609,6942,0,0
32156,NEXT_ARRIVAL,32151,32156,3609,6947,0,1
32167,END_SERVICE,32151,32167,3609,6958,1,2
32174,NEXT_ARRIVAL,32156,32174,3609,6965,0,1
32204,END_SERVICE,32167,32204,3609,6995,1,2
32220,NEXT_ARRIVAL,32174,32220,3609,7011,0,1
32231,END_SERVICE,32204,32231,3609,7022,1,2
32238,END_SERVICE,32231,32238,3609,7029,0,1
32270,NEXT_ARRIVAL,32220,32270,3641,7029,0,0
32282,END_SERVICE,32270,32282,3641,7041,0,1
32316,NEXT_ARRIVAL,32270,32316,3675,7041,0,0
32348,NEXT_ARRIVAL,32316,32348,3675,7073,0,1
32362,NEXT_ARRIVAL,32348,32362,3675,7087,1,2
32364,NEXT_ARRIVAL,32362,32364,3675,7089,2,3
32373,END_SERVICE,32316,32373,3675,7098,3,4
32374,END_SERVICE,32373,32374,3675,7099,2,3
32387,END_SERVICE,32374,32387,3675,7112,1,2
32408,END_SERVICE,32387,32408,3675,7133,0,1
32414,NEXT_ARRIVAL,32364,32414,3681,7133,0,0
32418,NEXT_ARRIVAL,32414,32418,3681,7137,0,1
32439,NEXT_ARRIVAL,32418,32439,3681,7158,1,2
32440,NEXT_ARRIVAL,32439,32440,3681,7159,2,3
32457,NEXT_ARRIVAL,32440,32457,3681,7176,3,4
32483,END_SERVICE,32414,32483,3681,7202,4,5
32492,END_SERVICE,32483,32492,3681,7211,3,4
32497,NEXT_ARRIVAL,32457,32497,3681,7216,2,3
32499,END_SERVICE,32492,32499,3681,7218,3,4
32502,NEXT_ARRIVAL,32497,32502,3681,7221,2,3
32523,END_SERVICE,32499,32523,3681,7242,3,4
32550,NEXT_ARRIVAL,32502,32550,3681,7269,2,3
32553,END_SERVICE,32523,32553,3681,7272,3,4
32554,END_SERVICE,32553,32554,3681,7273,2,3
32582,END_SERVICE,32554,32582,3681,7301,1,2
32607,END_SERVICE,32582,32607,3681,7326,0,1
32670,NEXT_ARRIVAL,32550,32670,3744,7326,0,0
32694,END_SERVICE,32670,32694,3744,7350,0,1
32803,NEXT_ARRIVAL,32670,32803,3853,7350,0,0
32804,END_SERVICE,32803,32804,3853,7351,0,1
32852,NEXT_ARRIVAL,32803,32852,3901,7351,0,0
32881,NEXT_ARRIVAL,32852,32881,3901,7380,0,1
32898,END_SERVICE,32852,32898,3901,7397,1,2
32898,NEXT_ARRIVAL,32881,32898,3901,7397,0,1
32903,NEXT_ARRIVAL,32898,32903,3901,7402,1,2
32927,NEXT_ARRIVAL,32903,32927,3901,7426,2,3
32940,END_SERVICE,32898,32940,3901,7439,3,4
32957,NEXT_ARRIVAL,32927,32957,3901,7456,2,3
32961,NEXT_ARRIVAL,32957,32961,3901,7460,3,4
32972,END_SERVICE,32940,32972,3901,7471,4,5
32972,NEXT_ARRIVAL,32961,32972,3901,7471,3,4
32987,END_SERVICE,32972,32987,3901,7486,4,5
33012,NEXT_ARRIVAL,32972,33012,3901,7511,3,4
33046,END_SERVICE,32987,33046,3901,7545,4,5
33050,END_SERVICE,33046,33050,3901,7549,3,4
33051,NEXT_ARRIVAL,33012,33051,3901,7550,2,3
33134,NEXT_ARRIVAL,33051,33134,3901,7633,3,4
33156,END_SERVICE,33050,33156,3901,7655,4,5
33163,NEXT_ARRIVAL,33134,33163,3901,7662,3,4
33195,NEXT_ARRIVAL,33163,33195,3901,7694,4,5
33225,END_SERVICE,33156,33225,3901,7724,5,6
33273,END_SERVICE,33225,33273,3901,7772,4,5
33299,NEXT_ARRIVAL,33195,33299,3901,7798,3,4
33366,END_SERVICE,33273,33366,3901,7865,4,5
33367,END_SERVICE,33366,33367,3901,7866,3,4
33373,END_SERVICE,33367,33373,3901,7872,2,3
33387,END_SERVICE,33373,33387,3901,7886,1,2
33401,NEXT_ARRIVAL,33299,33401,3901,7900,0,1
33416,NEXT_ARRIVAL,33401,33416,3901,7915,1,2
33424,NEXT_ARRIVAL,33416,33424,3901,7923,2,3
33469,END_SERVICE,33387,33469,3901,7968,3,4
33485,END_SERVICE,33469,33485,3901,7984,2,3
33512,NEXT_ARRIVAL,33424,33512,3901,8011,1,2
33520,NEXT_ARRIVAL,33512,33520,3901,8019,2,3
33549,END_SERVICE,33485,33549,3901,8048,3,4
33564,NEXT_ARRIVAL,33520,33564,3901,8063,2,3
33565,END_SERVICE,33549,33565,3901,8064,3,4
33568,NEXT_ARRIVAL,33564,33568,3901,8067,2,3
33580,NEXT_ARRIVAL,33568,33580,3901,8079,3,4
33582,NEXT_ARRIVAL,33580,33582,3901,8081,4,5
33585,NEXT_ARRIVAL,33582,33585,3901,8084,5,6
33588,NEXT_ARRIVAL,33585,33588,3901,8087,6,7
33597,END_SERVICE,33565,33597,3901,8096,7,8
33634,END_SERVICE,33597,33634,3901,8133,6,7
33685,NEXT_ARRIVAL,33588,33685,3901,8184,5,6
33696,END_SERVICE,33634,33696,3901,8195,6,7
33717,END_SERVICE,33696,33717,3901,8216,5,6
33727,END_SERVICE,33717,33727,3901,8226,4,5
33731,NEXT_ARRIVAL,33685,33731,3901,8230,3,4
33750,NEXT_ARRIVAL,33731,33750,3901,8249,4,5
33776,NEXT_ARRIVAL,33750,33776,3901,8275,5,6
33796,NEXT_ARRIVAL,33776,33796,3901,8295,6,7
33894,END_SERVICE,33727,33894,3901,8393,7,8
33900,END_SERVICE,33894,33900,3901,8399,6,7
33911,END_SERVICE,33900,33911,3901,8410,5,6
33942,END_SERVICE,33911,33942,3901,8441,4,5
33944,END_SERVICE,33942,33944,3901,8443,3,4
33953,NEXT_ARRIVAL,33796,33953,3901,8452,2,3
33970,END_SERVICE,33944,33970,3901,8469,3,4
33979,END_SERVICE,33970,33979,3901,8478,2,3
33980,NEXT_ARRIVAL,33953,33980,3901,8479,1,2
33987,END_SERVICE,33979,33987,3901,8486,2,3
34000,END_SERVICE,33987,34000,3901,8499,1,2
34010,NEXT_ARRIVAL,33980,34010,3901,8509,0,1
34017,END_SERVICE,34000,34017,3901,8516,1,2
34027,NEXT_ARRIVAL,34010,34027,3901,8526,0,1
34033,NEXT_ARRIVAL,34027,34033,3901,8532,1,2
34038,NEXT_ARRIVAL,34033,34038,3901,8537,2,3
34055,NEXT_ARRIVAL,34038,34055,3901,8554,3,4
34092,NEXT_ARRIVAL,34055,34092,3901,8591,4,5
34112,END_SERVICE,34017,34112,3901,8611,5,6
34126,END_SERVICE,34112,34126,3901,8625,4,5
34136,NEXT_ARRIVAL,34092,34136,3901,8635,3,4
34154,NEXT_ARRIVAL,34136,34154,3901,8653,4,5
34206,NEXT_ARRIVAL,34154,34206,3901,8705,5,6
34247,NEXT_ARRIVAL,34206,34247,3901,8746,6,7
34315,NEXT_ARRIVAL,34247,34315,3901,8814,7,8
34320,END_SERVICE,34126,34320,3901,8819,8,9
34380,END_SERVICE,34320,34380,3901,8879,7,8
34419,END_SERVICE,34380,34419,3901,8918,6,7
34452,END_SERVICE,34419,34452,3901,8951,5,6
34463,END_SERVICE,34452,34463,3901,8962,4,5
34466,NEXT_ARRIVAL,34315,34466,3901,8965,3,4
34468,END_SERVICE,34463,34468,3901,8967,4,5
34469,NEXT_ARRIVAL,34466,34469,3901,8968,3,4
34476,END_SERVICE,34468,34476,3901,8975,4,5
34492,NEXT_ARRIVAL,34469,34492,3901,8991,3,4
34496,END_SERVICE,34476,34496,3901,8995,4,5
34552,NEXT_ARRIVAL,34492,34552,3901,9051,3,4
34558,NEXT_ARRIVAL,34552,34558,3901,9057,4,5
34563,NEXT_ARRIVAL,34558,34563,3901,9062,5,6
34582,END_SERVICE,34496,34582,3901,9081,6,7
34599,NEXT_ARRIVAL,34563,34599,3901,9098,5,6
34619,END_SERVICE,34582,34619,3901,9118,6,7
34675,NEXT_ARRIVAL,34599,34675,3901,9174,5,6
34693,END_SERVICE,34619,34693,3901,9192,6,7
34707,END_SERVICE,34693,34707,3901,9206,5,6
34720,END_SERVICE,34707,34720,3901,9219,4,5
34725,END_SERVICE,34720,34725,3901,9224,3,4
34756,END_SERVICE,34725,34756,3901,9255,2,3
34785,END_SERVICE,34756,34785,3901,9284,1,2
34839,END_SERVICE,34785,34839,3901,9338,0,1
34841,NEXT_ARRIVAL,34675,34841,3903,9338,0,0
34844,END_SERVICE,34841,34844,3903,9341,0,1
34869,NEXT_ARRIVAL,34841,34869,3928,9341,0,0
34881,NEXT_ARRIVAL,34869,34881,3928,9353,0,1
34889,NEXT_ARRIVAL,34881,34889,3928,9361,1,2
34893,END_SERVICE,34869,34893,3928,9365,2,3
34895,END_SERVICE,34893,34895,3928,9367,1,2
34913,END_SERVICE,34895,34913,3928,9385,0,1
34969,NEXT_ARRIVAL,34889,34969,3984,9385,0,0
34973,END_SERVICE,34969,34973,3984,9389,0,1
34994,NEXT_ARRIVAL,34969,34994,4005,9389,0,0
35017,NEXT_ARRIVAL,34994,35017,4005,9412,0,1
35096,NEXT_ARRIVAL,35017,35096,4005,9491,1,2
35099,END_SERVICE,34994,35099,4005,9494,2,3
35102,NEXT_ARRIVAL,35096,35102,4005,9497,1,2
35108,END_SERVICE,35099,35108,4005,9503,2,3
35122,END_SERVICE,35108,35122,4005,9517,1,2
35123,NEXT_ARRIVAL,35102,35123,4005,9518,0,1
35141,NEXT_ARRIVAL,35123,35141,4005,9536,1,2
35152,END_SERVICE,35122,35152,4005,9547,2,3
35180,END_SERVICE,35152,35180,4005,9575,1,2
35192,NEXT_ARRIVAL,35141,35192,4005,9587,0,1
35194,END_SERVICE,35180,35194,4005,9589,1,2
35215,NEXT_ARRIVAL,35192,35215,4005,9610,0,1
35218,NEXT_ARRIVAL,35215,35218,4005,9613,1,2
35220,END_SERVICE,35194,35220,4005,9615,2,3
35249,END_SERVICE,35220,35249,4005,9644,1,2
35284,END_SERVICE,35249,35284,4005,9679,0,1
35288,NEXT_ARRIVAL,35218,35288,4009,9679,0,0
35293,NEXT_ARRIVAL,35288,35293,4009,9684,0,1
35309,END_SERVICE,35288,35309,4009,9700,1,2
35314,NEXT_ARRIVAL,35293,35314,4009,9705,0,1
35323,END_SERVICE,35309,35323,4009,9714,1,2
35324,END_SERVICE,35323,35324,4009,9715,0,1
35330,NEXT_ARRIVAL,35314,35330,4015,9715,0,0
35335,NEXT_ARRIVAL,35330,35335,4015,9720,0,1
35366,END_SERVICE,35330,35366,4015,9751,1,2
35373,NEXT_ARRIVAL,35335,35373,4015,9758,0,1
35399,END_SERVICE,35366,35399,4015,9784,1,2
35414,NEXT_ARRIVAL,35373,35414,4015,9799,0,1
35419,NEXT_ARRIVAL,35414,35419,4015,9804,1,2
35485,END_SERVICE,35399,35485,4015,9870,2,3
35486,END_SERVICE,35485,35486,4015,9871,1,2
35501,NEXT_ARRIVAL,35419,35501,4015,9886,0,1
35507,END_SERVICE,35486,35507,4015,9892,1,2
35522,NEXT_ARRIVAL,35501,35522,4015,9907,0,1
35527,END_SERVICE,35507,35527,4015,9912,1,2
35533,END_SERVICE,35527,35533,4015,9918,0,1
35541,NEXT_ARRIVAL,35522,35541,4023,9918,0,0
35542,END_SERVICE,35541,35542,4023,9919,0,1
35571,NEXT_ARRIVAL,35541,35571,4052,9919,0,0
35590,NEXT_ARRIVAL,35571,35590,4052,9938,0,1
35601,NEXT_ARRIVAL,35590,35601,4052,9949,1,2
35605,NEXT_ARRIVAL,35601,35605,4052,9953,2,3
35609,NEXT_ARRIVAL,35605,35609,4052,9957,3,4
35620,NEXT_ARRIVAL,35609,35620,4052,9968,4,5
35621,END_SERVICE,35571,35621,4052,9969,5,6
35625,NEXT_ARRIVAL,35620,35625,4052,9973,4,5
35628,NEXT_ARRIVAL,35625,35628,4052,9976,5,6
35630,END_SERVICE,35621,35630,4052,9978,6,7
35631,NEXT_ARRIVAL,35628,35631,4052,9979,5,6
35639,NEXT_ARRIVAL,35631,35639,4052,9987,6,7
35673,NEXT_ARRIVAL,35639,35673,4052,10021,7,8
35683,END_SERVICE,35630,35683,4052,10031,8,9
35700,END_SERVICE,35683,35700,4052,10048,7,8
35705,END_SERVICE,35700,35705,4052,10053,6,7
35711,END_SERVICE,35705,35711,4052,10059,5,6
35727,END_SERVICE,35711,35727,4052,10075,4,5
35733,NEXT_ARRIVAL,35673,35733,4052,10081,3,4
35748,END_SERVICE,35727,35748,4052,10096,4,5
35751,NEXT_ARRIVAL,35733,35751,4052,10099,3,4
35789,END_SERVICE,35748,35789,4052,10137,4,5
35808,NEXT_ARRIVAL,35751,35808,4052,10156,3,4
35810,NEXT_ARRIVAL,35808,35810,4052,10158,4,5
35860,END_SERVICE,35789,35860,4052,10208,5,6
35874,END_SERVICE,35860,35874,4052,10222,4,5
35902,NEXT_ARRIVAL,35810,35902,4052,10250,3,4
35931,END_SERVICE,35874,35931,4052,10279,4,5
35950,NEXT_ARRIVAL,35902,35950,4052,10298,3,4
36008,NEXT_ARRIVAL,35950,36008,4052,10356,4,5
36027,NEXT_ARRIVAL,36008,36027,4052,10375,5,6
36049,END_SERVICE,35931,36049,4052,10397,6,7
36056,NEXT_ARRIVAL,36027,36056,4052,10404,5,6
36062,END_SERVICE,36049,36062,4052,10410,6,7
36071,END_SERVICE,36062,36071,4052,10419,5,6
36075,NEXT_ARRIVAL,36056,36075,4052,10423,4,5
36090,END_SERVICE,36071,36090,4052,10438,5,6
36099,END_SERVICE,36090,36099,4052,10447,4,5
36119,END_SERVICE,36099,36119,4052,10467,3,4
36122,NEXT_ARRIVAL,36075,36122,4052,10470,2,3
36123,END_SERVICE,36119,36123,4052,10471,3,4
36125,END_SERVICE,36123,36125,4052,10473,2,3
36130,NEXT_ARRIVAL,36122,36130,4052,10478,1,2
36131,NEXT_ARRIVAL,36130,36131,4052,10479,2,3
36139,NEXT_ARRIVAL,36131,36139,4052,10487,3,4
36178,NEXT_ARRIVAL,36139,36178,4052,10526,4,5
36182,NEXT_ARRIVAL,36178,36182,4052,10530,5,6
36220,END_SERVICE,36125,36220,4052,10568,6,7
36255,END_SERVICE,36220,36255,4052,10603,5,6
36269,NEXT_ARRIVAL,36182,36269,4052,10617,4,5
36298,NEXT_ARRIVAL,36269,36298,4052,10646,5,6
36313,NEXT_ARRIVAL,36298,36313,4052,10661,6,7
36346,END_SERVICE,36255,36346,4052,10694,7,8
36346,NEXT_ARRIVAL,36313,36346,4052,10694,6,7
36376,NEXT_ARRIVAL,36346,36376,4052,10724,7,8
36389,NEXT_ARRIVAL,36376,36389,4052,10737,8,9
36418,END_SERVICE,36346,36418,4052,10766,9,10
36431,END_SERVICE,36418,36431,4052,10779,8,9
36432,END_SERVICE,36431,36432,4052,10780,7,8
36440,END_SERVICE,36432,36440,4052,10788,6,7
36451,END_SERVICE,36440,36451,4052,10799,5,6
36474,NEXT_ARRIVAL,36389,36474,4052,10822,4,5
36499,NEXT_ARRIVAL,36474,36499,4052,10847,5,6
36504,END_SERVICE,36451,36504,4052,10852,6,7
36515,END_SERVICE,36504,36515,4052,10863,5,6
36523,NEXT_ARRIVAL,36499,36523,4052,10871,4,5
36573,END_SERVICE,36515,36573,4052,10921,5,6
36640,NEXT_ARRIVAL,36523,36640,4052,10988,4,5
36660,NEXT_ARRIVAL,36640,36660,4052,11008,5,6
36703,END_SERVICE,36573,36703,4052,11051,6,7
36746,END_SERVICE,36703,36746,4052,11094,5,6
36777,END_SERVICE,36746,36777,4052,11125,4,5
36785,END_SERVICE,36777,36785,4052,11133,3,4
36792,END_SERVICE,36785,36792,4052,11140,2,3
36797,NEXT_ARRIVAL,36660,36797,4052,11145,1,2
36797,END_SERVICE,36792,36797,4052,11145,2,3
36807,END_SERVICE,36797,36807,4052,11155,1,2
36824,END_SERVICE,36807,36824,4052,11172,0,1
36901,NEXT_ARRIVAL,36797,36901,4129,11172,0,0
36920,END_SERVICE,36901,36920,4129,11191,0,1
36962,NEXT_ARRIVAL,36901,36962,4171,11191,0,0
36969,NEXT_ARRIVAL,36962,36969,4171,11198,0,1
36992,NEXT_ARRIVAL,36969,36992,4171,11221,1,2
37012,END_SERVICE,36962,37012,4171,11241,2,3
37058,END_SERVICE,37012,37058,4171,11287,1,2
37061,END_SERVICE,37058,37061,4171,11290,0,1
37067,NEXT_ARRIVAL,36992,37067,4177,11290,0,0
37072,END_SERVICE,37067,37072,4177,11295,0,1
37082,NEXT_ARRIVAL,37067,37082,4187,11295,0,0
37085,END_SERVICE,37082,37085,4187,11298,0,1
37105,NEXT_ARRIVAL,37082,37105,4207,11298,0,0
37109,END_SERVICE,37105,37109,4207,11302,0,1
37139,NEXT_ARRIVAL,37105,37139,4237,11302,0,0
37147,END_SERVICE,37139,37147,4237,11310,0,1
37176,NEXT_ARRIVAL,37139,37176,4266,11310,0,0
37180,END_SERVICE,37176,37180,4266,11314,0,1
37327,NEXT_ARRIVAL,37176,37327,4413,11314,0,0
37348,NEXT_ARRIVAL,37327,37348,4413,11335,0,1
37360,NEXT_ARRIVAL,37348,37360,4413,11347,1,2
37372,NEXT_ARRIVAL,37360,37372,4413,11359,2,3
37399,NEXT_ARRIVAL,37372,37399,4413,11386,3,4
37400,END_SERVICE,37327,37400,4413,11387,4,5
37401,NEXT_ARRIVAL,37399,37401,4413,11388,3,4
37423,NEXT_ARRIVAL,37401,37423,4413,11410,4,5
37428,END_SERVICE,37400,37428,4413,11415,5,6
37443,NEXT_ARRIVAL,37423,37443,4413,11430,4,5
37473,END_SERVICE,37428,37473,4413,11460,5,6
37493,NEXT_ARRIVAL,37443,37493,4413,11480,4,5
37511,NEXT_ARRIVAL,37493,37511,4413,11498,5,6
37556,END_SERVICE,37473,37556,4413,11543,6,7
37596,END_SERVICE,37556,37596,4413,11583,5,6
37603,NEXT_ARRIVAL,37511,37603,4413,11590,4,5
37608,END_SERVICE,37596,37608,4413,11595,5,6
37618,END_SERVICE,37608,37618,4413,11605,4,5
37643,NEXT_ARRIVAL,37603,37643,4413,11630,3,4
37648,NEXT_ARRIVAL,37643,37648,4413,11635,4,5
37658,NEXT_ARRIVAL,37648,37658,4413,11645,5,6
37667,NEXT_ARRIVAL,37658,37667,4413,11654,6,7
37674,END_SERVICE,37618,37674,4413,11661,7,8
37688,NEXT_ARRIVAL,37667,37688,4413,11675,6,7
37711,END_SERVICE,37674,37711,4413,11698,7,8
37719,NEXT_ARRIVAL,37688,37719,4413,11706,6,7
37720,NEXT_ARRIVAL,37719,37720,4413,11707,7,8
37729,END_SERVICE,37711,37729,4413,11716,8,9
37731,END_SERVICE,37729,37731,4413,11718,7,8
37738,END_SERVICE,37731,37738,4413,11725,6,7
37743,NEXT_ARRIVAL,37720,37743,4413,11730,5,6
37753,NEXT_ARRIVAL,37743,37753,4413,11740,6,7
37811,END_SERVICE,37738,37811,4413,11798,7,8
37832,NEXT_ARRIVAL,37753,37832,4413,11819,6,7
37839,NEXT_ARRIVAL,37832,37839,4413,11826,7,8
37855,END_SERVICE,37811,37855,4413,11842,8,9
37859,END_SERVICE,37855,37859,4413,11846,7,8
37877,NEXT_ARRIVAL,37839,37877,4413,11864,6,7
37894,END_SERVICE,37859,37894,4413,11881,7,8
37918,NEXT_ARRIVAL,37877,37918,4413,11905,6,7
37939,END_SERVICE,37894,37939,4413,11926,7,8
37945,NEXT_ARRIVAL,37918,37945,4413,11932,6,7
37948,NEXT_ARRIVAL,37945,37948,4413,11935,7,8
37962,NEXT_ARRIVAL,37948,37962,4413,11949,8,9
38006,END_SERVICE,37939,38006,4413,11993,9,10
38013,NEXT_ARRIVAL,37962,38013,4413,12000,8,9
38021,END_SERVICE,38006,38021,4413,12008,9,10
38021,NEXT_ARRIVAL,38013,38021,4413,12008,8,9
38025,END_SERVICE,38021,38025,4413,12012,9,10
38043,END_SERVICE,38025,38043,4413,12030,8,9
38090,NEXT_ARRIVAL,38021,38090,4413,12077,7,8
38101,END_SERVICE,38043,38101,4413,12088,8,9
38116,END_SERVICE,38101,38116,4413,12103,7,8
38129,END_SERVICE,38116,38129,4413,12116,6,7
38144,NEXT_ARRIVAL,38090,38144,4413,12131,5,6
38149,END_SERVICE,38129,38149,4413,12136,6,7
38185,END_SERVICE,38149,38185,4413,12172,5,6
38186,END_SERVICE,38185,38186,4413,12173,4,5
38218,END_SERVICE,38186,38218,4413,12205,3,4
38233,NEXT_ARRIVAL,38144,38233,4413,12220,2,3
38283,NEXT_ARRIVAL,38233,38283,4413,12270,3,4
38286,END_SERVICE,38218,38286,4413,12273,4,5
38291,NEXT_ARRIVAL,38283,38291,4413,12278,3,4
38298,NEXT_ARRIVAL,38291,38298,4413,12285,4,5
38304,END_SERVICE,38286,38304,4413,12291,5,6
38316,NEXT_ARRIVAL,38298,38316,4413,12303,4,5
38379,END_SERVICE,38304,38379,4413,12366,5,6
38388,END_SERVICE,38379,38388,4413,12375,4,5
38400,END_SERVICE,38388,38400,4413,12387,3,4
38420,NEXT_ARRIVAL,38316,38420,4413,12407,2,3
38425,END_SERVICE,38400,38425,4413,12412,3,4
38430,END_SERVICE,38425,38430,4413,12417,2,3
38438,END_SERVICE,38430,38438,4413,12425,1,2
38494,END_SERVICE,38438,38494,4413,12481,0,1
38554,NEXT_ARRIVAL,38420,38554,4473,12481,0,0
38573,END_SERVICE,38554,38573,4473,12500,0,1
38647,NEXT_ARRIVAL,38554,38647,4547,12500,0,0
38653,END_SERVICE,38647,38653,4547,12506,0,1
38678,NEXT_ARRIVAL,38647,38678,4572,12506,0,0
38689,END_SERVICE,38678,38689,4572,12517,0,1
38694,NEXT_ARRIVAL,38678,38694,4577,12517,0,0
38710,END_SERVICE,38694,38710,4577,12533,0,1
38717,NEXT_ARRIVAL,38694,38717,4584,12533,0,0
38729,END_SERVICE,38717,38729,4584,12545,0,1
38817,NEXT_ARRIVAL,38717,38817,4672,12545,0,0
38853,END_SERVICE,38817,38853,4672,12581,0,1
38870,NEXT_ARRIVAL,38817,38870,4689,12581,0,0
38880,END_SERVICE,38870,38880,4689,12591,0,1
38905,NEXT_ARRIVAL,38870,38905,4714,12591,0,0
38946,END_SERVICE,38905,38946,4714,12632,0,1
38969,NEXT_ARRIVAL,38905,38969,4737,12632,0,0
38981,END_SERVICE,38969,38981,4737,12644,0,1
39029,NEXT_ARRIVAL,38969,39029,4785,12644,0,0
39036,NEXT_ARRIVAL,39029,39036,4785,12651,0,1
39065,END_SERVICE,39029,39065,4785,12680,1,2
39081,END_SERVICE,39065,39081,4785,12696,0,1
39118,NEXT_ARRIVAL,39036,39118,4822,12696,0,0
39136,END_SERVICE,39118,39136,4822,12714,0,1
39142,NEXT_ARRIVAL,39118,39142,4828,12714,0,0
39165,END_SERVICE,39142,39165,4828,12737,0,1
39182,NEXT_ARRIVAL,39142,39182,4845,12737,0,0
39201,END_SERVICE,39182,39201,4845,12756,0,1
39264,NEXT_ARRIVAL,39182,39264,4908,12756,0,0
39285,NEXT_ARRIVAL,39264,39285,4908,12777,0,1
39291,END_SERVICE,39264,39291,4908,12783,1,2
39307,NEXT_ARRIVAL,39285,39307,4908,12799,0,1
39325,NEXT_ARRIVAL,39307,39325,4908,12817,1,2
39335,NEXT_ARRIVAL,39325,39335,4908,12827,2,3
39336,END_SERVICE,39291,39336,4908,12828,3,4
39338,NEXT_ARRIVAL,39335,39338,4908,12830,2,3
39392,END_SERVICE,39336,39392,4908,12884,3,4
39396,END_SERVICE,39392,39396,4908,12888,2,3
39407,END_SERVICE,39396,39407,4908,12899,1,2
39413,END_SERVICE,39407,39413,4908,12905,0,1
39440,NEXT_ARRIVAL,39338,39440,4935,12905,0,0
39444,END_SERVICE,39440,39444,4935,12909,0,1
39533,NEXT_ARRIVAL,39440,39533,5024,12909,0,0
39535,END_SERVICE,39533,39535,5024,12911,0,1
39692,NEXT_ARRIVAL,39533,39692,5181,12911,0,0
39695,END_SERVICE,39692,39695,5181,12914,0,1
39773,NEXT_ARRIVAL,39692,39773,5259,12914,0,0
39792,NEXT_ARRIVAL,39773,39792,5259,12933,0,1
39796,END_SERVICE,39773,39796,5259,12937,1,2
39809,NEXT_ARRIVAL,39792,39809,5259,12950,0,1
39825,NEXT_ARRIVAL,39809,39825,5259,12966,1,2
39834,END_SERVICE,39796,39834,5259,12975,2,3
39854,END_SERVICE,39834,39854,5259,12995,1,2
39869,NEXT_ARRIVAL,39825,39869,5259,13010,0,1
39872,END_SERVICE,39854,39872,5259,13013,1,2
39894,END_SERVICE,39872,39894,5259,13035,0,1
39963,NEXT_ARRIVAL,39869,39963,5328,13035,0,0
40011,END_SERVICE,39963,40011,5328,13083,0,1
40016,NEXT_ARRIVAL,39963,40016,5333,13083,0,0
40018,END_SERVICE,40016,40018,5333,13085,0,1
40076,NEXT_ARRIVAL,40016,40076,5391,13085,0,0
40083,END_SERVICE,40076,40083,5391,13092,0,1
40171,NEXT_ARRIVAL,40076,40171,5479,13092,0,0
40173,END_SERVICE,40171,40173,5479,13094,0,1
40188,NEXT_ARRIVAL,40171,40188,5494,13094,0,0
40191,END_SERVICE,40188,40191,5494,13097,0,1
40215,NEXT_ARRIVAL,40188,40215,5518,13097,0,0
40230,NEXT_ARRIVAL,40215,40230,5518,13112,0,1
40237,NEXT_ARRIVAL,40230,40237,5518,13119,1,2
40254,NEXT_ARRIVAL,40237,40254,5518,13136,2,3
40261,END_SERVICE,40215,40261,5518,13143,3,4
40266,END_SERVICE,40261,40266,5518,13148,2,3
40273,END_SERVICE,40266,40273,5518,13155,1,2
40275,END_SERVICE,40273,40275,5518,13157,0,1
40322,NEXT_ARRIVAL,40254,40322,5565,13157,0,0
40343,NEXT_ARRIVAL,40322,40343,5565,13178,0,1
40355,END_SERVICE,40322,40355,5565,13190,1,2
40359,NEXT_ARRIVAL,40343,40359,5565,13194,0,1
40376,NEXT_ARRIVAL,40359,40376,5565,13211,1,2
40389,END_SERVICE,40355,40389,5565,13224,2,3
40429,NEXT_ARRIVAL,40376,40429,5565,13264,1,2
40435,END_SERVICE,40389,40435,5565,13270,2,3
40439,NEXT_ARRIVAL,40429,40439,5565,13274,1,2
40447,NEXT_ARRIVAL,40439,40447,5565,13282,2,3
